_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,year,id,keywords
2005-07-16,Cool,Gwen Stefani,13,20,"['2008 universal fire victim', 'american', 'contemporary r&b', 'dance-pop', 'electropop', 'new wave', 'no doubt', 'pop', 'pop and chart', 'pop rap', 'pop rock', 'rnb', 'rock', 'ska punk', 'united states']",Cool,spotify:track:5LpQhqtlANlCl22XbpwIvk,2005,Cool_by_Gwen_Stefani,"2008 universal fire victim, american, contemporary r&b, dance-pop, electropop, new wave, no doubt, pop, pop and chart, pop rap, pop rock, rnb, rock, ska punk, united states"
2005-07-23,Play,David Banner,7,20,['hip hop'],Play,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,2005,Play_by_David_Banner,hip hop
2005-07-30,Just The Girl,The Click Five,11,20,Unknown,Just The Girl,spotify:track:1JURww012QnWAw0zZXi6Aa,2005,Just_The_Girl_by_The_Click_Five,Unknown
2005-07-30,Gold Digger,Kanye West Featuring Jamie Foxx,1,39,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Gold Digger,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,2005,Gold_Digger_by_Kanye_West_Featuring_Jamie_Foxx,"american, electropop, english, experimental hip hop, grammy winner, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luxury rap, pop, pop rap, producer, rap, rapper, relic inn, synthpop, us"
2005-07-30,Shake It Off,Mariah Carey,2,26,"['adult contemporary', 'american', 'christmas music', 'contemporary r&b', 'dance-pop', 'english', 'girl', 'pop', 'pop and chart', 'pop soul', 'r&b', 'rnb', 'soul', 'whistle register']",Shake It Off,spotify:track:4VKnkoNNM6yTb4cXXX3wqD,2005,Shake_It_Off_by_Mariah_Carey,"adult contemporary, american, christmas music, contemporary r&b, dance-pop, english, girl, pop, pop and chart, pop soul, r&b, rnb, soul, whistle register"
2005-08-06,Your Body,Pretty Ricky,12,20,"['hip hop', 'hip hop rnb and dance hall', 'rap']",Your Body,spotify:track:5y4TDQdYzlT4eoQIPOgNDz,2005,Your_Body_by_Pretty_Ricky,"hip hop, hip hop rnb and dance hall, rap"
2005-08-06,Wake Me Up When September Ends,Green Day,6,27,"['2240665859492', 'alternative rock', 'american', 'américain', 'bay area', 'bay area punk', 'california', 'california punk', 'classic pop punk', 'classic punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop-punk', 'pop/rock', 'post-punk', 'power pop', 'punk', 'punk pop', 'punk rock', 'rock', 'ska punk', 'united states', 'usa']",Wake Me Up When September Ends,spotify:track:3ZffCQKLFLUvYM59XKLbVm,2005,Wake_Me_Up_When_September_Ends_by_Green_Day,"2240665859492, alternative rock, american, américain, bay area, bay area punk, california, california punk, classic pop punk, classic punk, pop, pop and chart, pop punk, pop rock, pop-punk, pop/rock, post-punk, power pop, punk, punk pop, punk rock, rock, ska punk, united states, usa"
2005-08-06,Like You,Bow Wow Featuring Ciara,3,21,"['classic pop and rock', 'new wave', 'punk']",Like You,spotify:track:3jEqrIfwKO0M8ALu3TGilF,2005,Like_You_by_Bow_Wow_Featuring_Ciara,"classic pop and rock, new wave, punk"
2005-08-20,My Humps,The Black Eyed Peas,3,36,"['a filk artist', 'conscious hip hop', 'dance-pop', 'electro house', 'electropop', 'fergie', 'hip hop', 'pop', 'pop and chart', 'pop rap', 'west coast hip hop', 'will i am']",My Humps,spotify:track:6uJP3iwJSJCtrkZBGS0e6s,2005,My_Humps_by_The_Black_Eyed_Peas,"a filk artist, conscious hip hop, dance-pop, electro house, electropop, fergie, hip hop, pop, pop and chart, pop rap, west coast hip hop, will i am"
2005-09-03,Soul Survivor,Young Jeezy Featuring Akon,4,24,"['chopped and screwed', 'gangsta rap', 'hip hop', 'hustle', 'hyphy', 'rap', 'southern hip hop', 'trap rap']",Soul Survivor,spotify:track:0Ss50OU9tCozI7JIywkv14,2005,Soul_Survivor_by_Young_Jeezy_Featuring_Akon,"chopped and screwed, gangsta rap, hip hop, hustle, hyphy, rap, southern hip hop, trap rap"
2005-09-03,Because Of You,Kelly Clarkson,7,37,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Because Of You,spotify:track:3f3omU8n47Mqyab5nCaGyT,2005,Because_Of_You_by_Kelly_Clarkson,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
2005-09-10,Girl Tonite,Twista Featuring Trey Songz,14,20,"['contemporary r&b', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'r&b', 'soul']",Girl Tonite,spotify:track:7zIxcV689lVTl924lAf9Kn,2005,Girl_Tonite_by_Twista_Featuring_Trey_Songz,"contemporary r&b, electropop, hip hop, hip hop rnb and dance hall, pop rap, r&b, soul"
2005-09-10,Photograph,Nickelback,2,33,"['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",Photograph,spotify:track:3hb2ScEVkGchcAQqrPLP0R,2005,Photograph_by_Nickelback,"alternative rock, canadian, death metal, electropop, funk rock, hard rock, music_for_people_who_dislike_music, pop and chart, pop rock, post-grunge, rock"
2005-10-01,Laffy Taffy,D4L,1,26,['hip hop'],Laffy Taffy,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,2005,Laffy_Taffy_by_D4L,hip hop
2005-10-08,One Wish,Ray J,11,25,"['bobby brakens', 'contemporary r&b', 'dance-pop']",One Wish,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5,2005,One_Wish_by_Ray_J,"bobby brakens, contemporary r&b, dance-pop"
2005-10-22,Stickwitu,The Pussycat Dolls,5,26,"['2008 universal fire victim', 'contemporary r&b', 'dance-pop', 'electropop', 'pop', 'pop and chart', 'r&b']",Stickwitu,spotify:track:4NjR63Up0uMkQBlKvlZd1l,2005,Stickwitu_by_The_Pussycat_Dolls,"2008 universal fire victim, contemporary r&b, dance-pop, electropop, pop, pop and chart, r&b"
2005-11-05,Hung Up,Madonna,7,20,"['american', 'américain', 'arabic', 'art pop', 'chanteur', 'dance', 'dance-pop', 'downtempo', 'electronic', 'electropop', 'greatest hits', 'jazz', 'multiple ipi', 'pop', 'pop and chart', 'secret', 'singer', 'tell me', 'usa']",Hung Up,spotify:track:3850dYVgOFIXJh5U4BFEWH,2005,Hung_Up_by_Madonna,"american, américain, arabic, art pop, chanteur, dance, dance-pop, downtempo, electronic, electropop, greatest hits, jazz, multiple ipi, pop, pop and chart, secret, singer, tell me, usa"
2005-12-03,Unpredictable,Jamie Foxx Featuring Ludacris,8,22,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",Unpredictable,spotify:track:3UNrtRxBBlWE70SjxnOo02,2005,Unpredictable_by_Jamie_Foxx_Featuring_Ludacris,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
2005-12-10,Unwritten,Natasha Bedingfield,5,42,"['british', 'contemporary r b', 'contemporary r&b', 'electropop', 'english', 'pop', 'pop and chart', 'progressive trance', 'soul', 'uk']",Unwritten,spotify:track:1D1nixOVWOxvNfWi0UD7VX,2005,Unwritten_by_Natasha_Bedingfield,"british, contemporary r b, contemporary r&b, electropop, english, pop, pop and chart, progressive trance, soul, uk"
2005-12-17,Everytime We Touch,Cascada,10,31,"['cascada', 'dance', 'dance pop', 'dance trance', 'dance-pop', 'dutch house', 'electropop', 'euro dance', 'euro house', 'euro trance', 'euro-trance', 'eurodance', 'eurotrance', 'female vocal dance', 'female vocals', 'handsup', 'pop and chart', 'reason', 'vocal dance']",Everytime We Touch,spotify:track:1eOHw1k2AoluG4VyjBHLzX,2005,Everytime_We_Touch_by_Cascada,"cascada, dance, dance pop, dance trance, dance-pop, dutch house, electropop, euro dance, euro house, euro trance, euro-trance, eurodance, eurotrance, female vocal dance, female vocals, handsup, pop and chart, reason, vocal dance"
2006-01-21,Walk Away,Kelly Clarkson,12,29,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Walk Away,spotify:track:25sA1vM4BFkTb5cJGWftFo,2006,Walk_Away_by_Kelly_Clarkson,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
2006-01-21,Temperature,Sean Paul,1,31,"['dance-pop', 'dancehall', 'electropop', 'gg', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop reggae', 'r&b', 'ragga', 'reggae', 'reggaeton', 'rnb']",Temperature,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,2006,Temperature_by_Sean_Paul,"dance-pop, dancehall, electropop, gg, hip hop, hip hop rnb and dance hall, pop, pop reggae, r&b, ragga, reggae, reggaeton, rnb"
2006-02-18,What Hurts The Most,Rascal Flatts,6,51,"['classic pop and rock', 'contemporary country', 'country', 'country pop', 'modern country']",What Hurts The Most,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,2006,What_Hurts_The_Most_by_Rascal_Flatts,"classic pop and rock, contemporary country, country, country pop, modern country"
2006-02-25,SOS,Rihanna,1,28,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",SOS,spotify:track:30cSNer6TV8x2utjULVeQ5,2006,SOS_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2006-02-25,Bad Day,Daniel Powter,1,32,"['piano rock', 'pop', 'pop and chart', 'soul']",Bad Day,spotify:track:0mUyMawtxj1CJ76kn9gIZK,2006,Bad_Day_by_Daniel_Powter,"piano rock, pop, pop and chart, soul"
2006-03-11,Control Myself,LL Cool J Featuring Jennifer Lopez,4,11,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",Control Myself,spotify:track:6RzpuVp06z70xIGG9etyUs,2006,Control_Myself_by_LL_Cool_J_Featuring_Jennifer_Lopez,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
2006-04-15,How To Save A Life,The Fray,3,58,"['alternative rock', 'look after you', 'pop', 'pop and chart', 'seen live']",How To Save A Life,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,2006,How_To_Save_A_Life_by_The_Fray,"alternative rock, look after you, pop, pop and chart, seen live"
2006-04-22,Dani California,Red Hot Chili Peppers,6,26,"['00s', '10s', '80s', '90s', 'alternative', 'alternative rock', 'american', 'crossover', 'dvd', 'funk', 'funk metal', 'funk rock', 'funk rock tributo', 'metal', 'pop and chart', 'pop rock', 'rap', 'rap rock', 'rock', 'usa']",Dani California,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,2006,Dani_California_by_Red_Hot_Chili_Peppers,"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, metal, pop and chart, pop rock, rap, rap rock, rock, usa"
2006-04-22,Gimme That,Chris Brown Featuring Lil Wayne,15,20,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Gimme That,spotify:track:53ETzLQQKFCzykRbqWb1ph,2006,Gimme_That_by_Chris_Brown_Featuring_Lil_Wayne,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2006-04-22,So What,Field Mob Featuring Ciara,10,21,['hip hop'],So What,spotify:track:0Uc706myy6Th7I6KQ9xA1x,2006,So_What_by_Field_Mob_Featuring_Ciara,hip hop
2006-04-29,Let U Go,Ashley Parker Angel,12,15,Unknown,Unknown,Unknown,2006,Let_U_Go_by_Ashley_Parker_Angel,Unknown
2006-05-06,Not Ready To Make Nice,Dixie Chicks,4,24,"['alternative country', 'bluegrass', 'contemporary country', 'country', 'country pop', 'folk', 'pop rock', 'traditional country']",Not Ready To Make Nice,spotify:track:6LCEyZZHFF4ebF1Mike1s5,2006,Not_Ready_To_Make_Nice_by_Dixie_Chicks,"alternative country, bluegrass, contemporary country, country, country pop, folk, pop rock, traditional country"
2006-05-13,Unfaithful,Rihanna,6,20,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i,2006,Unfaithful_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2006-05-20,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,12,21,"['hip hop', 'youngbloodz', 'youngbloodz new music']",Do It To It,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,2006,Do_It_To_It_by_Cherish_Featuring_Sean_Paul_Of_The_YoungBloodZ,"hip hop, youngbloodz, youngbloodz new music"
2006-05-20,Crazy,Gnarls Barkley,2,29,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'neo-soul', 'pop', 'pop and chart', 'pop rock', 'pop soul']",Crazy,spotify:track:2N5zMZX7YeL1tico8oQxa9,2006,Crazy_by_Gnarls_Barkley,"alternative hip hop, experimental hip hop, hip hop, neo-soul, pop, pop and chart, pop rock, pop soul"
2006-05-20,Promiscuous,Nelly Furtado Featuring Timbaland,1,26,"['2008 universal fire victim', 'canadian', 'euro/dance-pop', 'folk', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop and chart', 'r&b', 'rock']",Promiscuous,spotify:track:47aQT2aV12TyilaoYi1NiD,2006,Promiscuous_by_Nelly_Furtado_Featuring_Timbaland,"2008 universal fire victim, canadian, euro/dance-pop, folk, hip hop, hip hop rnb and dance hall, pop, pop and chart, r&b, rock"
2006-06-03,Chasing Cars,Snow Patrol,5,45,"['alternative rock', 'british', 'britpop', 'indie rock', 'lo-fi indie', 'northern irish', 'pop and chart', 'pop rock', 'scottish', 'uk']",Chasing Cars,spotify:track:11bD1JtSjlIgKgZG2134DZ,2006,Chasing_Cars_by_Snow_Patrol,"alternative rock, british, britpop, indie rock, lo-fi indie, northern irish, pop and chart, pop rock, scottish, uk"
2006-06-17,Life Is A Highway,Rascal Flatts,7,20,"['classic pop and rock', 'contemporary country', 'country', 'country pop', 'modern country']",Life Is A Highway,spotify:track:2Fs18NaCDuluPG1DHGw1XG,2006,Life_Is_A_Highway_by_Rascal_Flatts,"classic pop and rock, contemporary country, country, country pop, modern country"
2006-07-01,Deja Vu,Beyonce Featuring Jay Z,4,17,"['alternative r&b', 'art pop', 'contemporary pop', 'contemporary r&b', 'country', 'dance-pop', 'electropop', 'funk', 'grammy winner', 'hard rock', 'hip hop rnb and dance hall', 'mbs-333', 'moombahton', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",Unknown,Unknown,2006,Deja_Vu_by_Beyonce_Featuring_Jay_Z,"alternative r&b, art pop, contemporary pop, contemporary r&b, country, dance-pop, electropop, funk, grammy winner, hard rock, hip hop rnb and dance hall, mbs-333, moombahton, pop, pop rap, r&b, rnb, soul"
2006-07-01,Do I Make You Proud,Taylor Hicks,1,8,"['american', 'american idol', 'blue-eyed soul', 'blues', 'blues rock', 'pop', 'rock']",Do I Make You Proud,spotify:track:2jv9Ppwz9u3lqWfXV0q2sW,2006,Do_I_Make_You_Proud_by_Taylor_Hicks,"american, american idol, blue-eyed soul, blues, blues rock, pop, rock"
2006-07-15,A Public Affair,Jessica Simpson,14,12,"['pop', 'pop and chart']",A Public Affair,spotify:track:1gFMesXcHHtIUhwzxYFOtz,2006,A_Public_Affair_by_Jessica_Simpson,"pop, pop and chart"
2006-07-15,Somewhere Over The Rainbow,Katharine McPhee,12,4,"['american idol', 'pop']",Somewhere Over The Rainbow,spotify:track:2UORsaluUZXiMvkkkedDTJ,2006,Somewhere_Over_The_Rainbow_by_Katharine_McPhee,"american idol, pop"
2006-07-22,SexyBack,Justin Timberlake,1,36,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",SexyBack,spotify:track:0O45fw2L5vsWpdsOdXwNAR,2006,SexyBack_by_Justin_Timberlake,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
2006-07-29,Waiting On The World To Change,John Mayer,14,40,"['acoustic rock', 'alternative', 'americana', 'blues', 'blues rock', 'folk rock', 'jazz', 'john mayer', 'pop', 'pop rock', 'production music', 'rock', 'singer/songwriter', 'soul']",Waiting On The World To Change,spotify:track:5imShWWzwqfAJ9gXFpGAQh,2006,Waiting_On_The_World_To_Change_by_John_Mayer,"acoustic rock, alternative, americana, blues, blues rock, folk rock, jazz, john mayer, pop, pop rock, production music, rock, singer/songwriter, soul"
2006-07-29,Lips Of An Angel,Hinder,3,33,"['alternative', 'alternative metal', 'alternative rock', 'hard rock']",Lips Of An Angel,spotify:track:40LQiUUUKXVGyNs09lHVjW,2006,Lips_Of_An_Angel_by_Hinder,"alternative, alternative metal, alternative rock, hard rock"
2006-08-05,London Bridge,Fergie,1,21,"['contemporary r&b', 'dance-pop', 'electro house', 'hip hop', 'pop', 'pop rap', 'r&b', 'soul and reggae', 'trap']",London Bridge,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,2006,London_Bridge_by_Fergie,"contemporary r&b, dance-pop, electro house, hip hop, pop, pop rap, r&b, soul and reggae, trap"
2006-08-05,Far Away,Nickelback,8,30,"['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",Far Away,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,2006,Far_Away_by_Nickelback,"alternative rock, canadian, death metal, electropop, funk rock, hard rock, music_for_people_who_dislike_music, pop and chart, pop rock, post-grunge, rock"
2006-08-12,Get Up,Ciara Featuring Chamillionaire,7,20,"['dirty south', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap', 'southern hip hop']",Get Up,spotify:track:4PrquuUN34hswtM71OMvxS,2006,Get_Up_by_Ciara_Featuring_Chamillionaire,"dirty south, hip hop, hip hop rnb and dance hall, pop rap, rap, southern hip hop"
2006-08-19,Chain Hang Low,Jibbs,7,20,['hip hop'],Chain Hang Low,spotify:track:0tYPj0NYa7vjlJaqlRSnJb,2006,Chain_Hang_Low_by_Jibbs,hip hop
2006-08-26,When You Were Young,The Killers,14,20,"['alternative', 'alternative rock', 'american', 'américain', 'heartland rock', 'indie', 'indie rock', 'las vegas', 'new wave', 'pop', 'pop rock', 'post-punk revival', 'rock', 'rock and indie', 'synthpop', 'united states', 'usa']",When You Were Young,spotify:track:70wYA8oYHoMzhRRkARoMhU,2006,When_You_Were_Young_by_The_Killers,"alternative, alternative rock, american, américain, heartland rock, indie, indie rock, las vegas, new wave, pop, pop rock, post-punk revival, rock, rock and indie, synthpop, united states, usa"
2006-08-26,Say Goodbye,Chris Brown,10,23,"['_blacklist', 'abuser', 'american', 'anti vax', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'misogynist', 'pop', 'pop rap', 'r&b', 'relic inn', 'rnb', 'wifebeater', ""ya man ain't me (produced by the.mp3""]",Say Goodbye,spotify:track:5F7IJrXD6Fa3EmqoYE0gU4,2006,Say_Goodbye_by_Chris_Brown,"_blacklist, abuser, american, anti vax, contemporary r&b, dance, dance-pop, electro house, electropop, hip hop, hip hop rnb and dance hall, hip-hop, misogynist, pop, pop rap, r&b, relic inn, rnb, wifebeater, ""ya man aint me (produced by the.mp3"""
2006-08-26,Money Maker,Ludacris Featuring Pharrell,1,25,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",Money Maker,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,2006,Money_Maker_by_Ludacris_Featuring_Pharrell,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
